SessionID,DeviseID,UserID,Date,Year,TimeStamp,X,Y,Z,Activity
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -2.4171116, -7.245346, 5.2282915, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.2241269, -6.1469855, 6.1098547, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 1.6708972, -9.640898, 8.905463, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 2.0158567, -6.031999, 8.725797, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 1.3391134, -7.185457, 7.7496095, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.011977758, -9.925968, 7.3375745, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.99535173, -9.655271, 8.700644, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -3.7202916, -8.098163, 9.473209, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -4.155084, -6.502725, 10.6889515, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -4.301213, -6.5542293, 10.123601, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -3.9035513, -4.3359485, 10.042152, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -2.730929, -1.3762444, 8.919837, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.7727082, -1.0815916, 7.6394143, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.1354915, -1.0947671, 7.0548997, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.218138, 0.14612865, 6.684787, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.4169688, 0.069471, 6.6237, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.8071027, -0.59769017, 6.7279067, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -2.2098963, 1.502011, 5.840355, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -5.6127777, -0.07066877, 9.049196, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.067932, 0.9007274, 7.629832, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.4584074, 1.9152435, 7.8322563, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2788835, 3.0207906, 7.591503, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.138744, 1.3558823, 7.2369614, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.9063754, 2.232654, 6.309883, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.8692446, 2.6003714, 6.4344516, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.7518625, 0.9821762, 6.9219465, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.009384, 1.0600317, 6.343421, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.747214, 0.5988879, 5.7265663, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.8777714, -0.025153292, 5.9721103, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.8310585, 0.124568686, 5.988879, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.913705, 0.4264082, 5.4474845, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.944847, 0.09222874, 5.3660355, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.8502226, -0.267104, 5.775675, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.720863, 0.013175534, 6.049966, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.6394143, 0.13175534, 6.343421, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.6070743, 0.7198633, 6.041581, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.719665, -0.48749477, 5.9026394, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.8083005, -1.3271356, 6.20927, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.464539, -0.3772994, 6.4308586, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.4034524, -0.44677037, 6.562614, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.431001, -0.70668775, 6.4500227, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.5268235, -1.0109228, 6.4200783, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.4669347, -0.822872, 6.5841737, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.330388, -0.9067163, 6.4416385, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2848725, -0.18924858, 6.320663, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.263313, 0.18924858, 6.765038, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.1519194, -0.36771718, 6.7566533, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2836747, -0.74142325, 6.503923, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.272895, -0.59649235, 6.6811934, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3878813, -0.7114788, 6.363783, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.395068, -0.785741, 6.4943404, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2417526, -0.534208, 6.784202, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2956524, -0.3725083, 6.5278783, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3591347, -0.7222588, 6.597349, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3064327, -0.31022394, 6.621305, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.46933, -0.406046, 6.267961, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.4453745, -0.32459724, 6.3074875, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.4453745, -0.22398408, 6.445232, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.423815, -0.3521461, 6.3673763, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.4286056, -0.39047492, 6.303894, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.486099, -0.4707259, 6.3589916, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3507504, -0.09103096, 6.5542293, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.33997, -0.52223027, 6.5314717, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.316015, -0.51863694, 6.5937557, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2908616, -0.33897057, 6.66682, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3591347, -0.41682598, 6.5051203, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3974633, -0.35933274, 6.388936, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3759036, -0.35813498, 6.5865693, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3124213, -0.46473703, 6.5769873, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3375745, -0.45994592, 6.5350647, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3531456, -0.42880374, 6.562614, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.305235, -0.41323265, 6.588965, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.316015, -0.5090547, 6.6440625, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.373508, -0.3413661, 6.471583, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.298048, -0.37370604, 6.582976, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.331586, -0.34855276, 6.5602183, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.389079, -0.47192368, 6.406903, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3172126, -0.29944396, 6.5206914, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3447614, -0.42401263, 6.5674047, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3591347, -0.56774575, 6.4584074, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.314817, -0.40245268, 6.5350647, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.323201, -0.54738355, 6.562614, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.3184104, -0.3210039, 6.561416, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.29685, -0.40484822, 6.566207, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2597194, -0.44437483, 6.6368756, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2860703, -0.61685455, 6.547043, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.238159, -0.5054614, 6.632085, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2154016, -0.5857124, 6.684787, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2154016, -0.7342366, 6.7195225, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2165995, -0.48749477, 6.679996, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.222588, -0.6336234, 6.6811934, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.162699, -0.5869101, 6.7386866, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.1591063, -0.5030658, 6.7889934, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.185457, -0.6875233, 6.658436, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.169886, -0.5401969, 6.672809, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.1519194, -0.56295466, 6.7854, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.204622, -0.7234566, 6.7123356, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.1507215, -0.41323265, 6.6943693, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2585216, -0.56175685, 6.658436, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.220193, -0.38328826, 6.6069317, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.238159, -0.57373464, 6.647656, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.246544, -0.5581635, 6.624898, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.2154016, -0.48749477, 6.6344805, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.223786, -0.52702135, 6.6811934, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.1770725, -0.6647656, 6.664425, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.222588, -0.43838596, 6.6811934, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.1746774, -0.4611437, 6.7386866, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -7.148326, -0.5689435, 6.8201356, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.989022, -0.3269928, 7.1746774, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.8560686, -0.24314849, 7.299246, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.92554, 0.7545988, 7.3687167, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.935122, 0.3868816, 7.165095, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.8464866, -0.3413661, 7.0824485, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.7961802, -0.07066877, 6.555427, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.901584, -0.9067163, 6.2739496, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.5865693, -1.0779983, 6.9710555, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.5518336, -0.52223027, 6.4260674, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.135008, -1.2109513, 6.224841, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -5.3289046, -1.2516757, 5.6834464, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -5.173194, -1.7331816, 5.4163423, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -3.0279772, -2.7476978, 4.424584, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.4876375, -3.3154435, 5.0941405, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -2.3260806, -5.2019405, 5.631942, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -2.1787543, -7.651392, 6.0379877, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -2.8027954, -8.407188, 4.985143, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -3.8352783, -12.992274, 5.384002, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -6.1062613, -14.260719, 6.8213334, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -5.988879, -9.948726, 5.7565107, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.77496094, -7.567548, 5.1528316, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.8216742, -8.450309, 8.123316, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.4948242, -7.855014, 6.6883802, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.2385002, -6.944704, 7.314817, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.046856, -4.9659786, 9.215687, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.8288609, -5.678655, 8.262258, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.1402826, -6.073921, 7.922089, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.82406974, -5.9493527, 8.734181, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.0396694, -4.5072303, 7.305235, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -2.1571944, -3.927507, 6.9327264, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.603679, -5.5540867, 7.4980764, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.4910881, -5.4798245, 8.241896, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.31261948, -5.679853, 8.518581, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.16649084, -6.0308013, 8.617997, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.1485242, -5.653502, 8.296993, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.5952946, -5.114503, 7.93766, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.10779983, -5.187567, 8.5832615, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.33537722, -5.510967, 8.693457, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.8731786, -8.06702, 10.499702, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 1.704435, -7.410639, 11.139316, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.33058614, -4.955199, 9.990648, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -2.4566383, -1.3690578, 7.565152, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -4.1059756, -0.81927866, 5.3624425, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -5.0833607, 1.0193073, 5.316927, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -5.4534736, 0.29105952, 6.5865693, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -3.7813783, -0.017966637, 7.299246, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.4253533, -2.873464, 8.534153, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.41682598, -1.5115931, 8.882706, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.4409243, 1.3415089, 12.236478, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.17966637, 1.4325399, 11.903496, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.3018395, -1.0348783, 10.458979, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.4169688, -0.46473703, 10.01101, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.9619569, -0.4359904, 8.82641, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -2.0577788, -1.5882508, 8.486241, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -2.3284762, -2.8015976, 7.5256257, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -1.8805081, -2.3692005, 8.475462, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.22518185, -2.4219027, 9.555856, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.5701413, -2.3572228, 10.105635, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.27668622, -0.4072438, 10.948869, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.98696727, 0.13654645, 11.0746355, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 1.4936265, 2.607558, 10.612294, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 1.4517043, 0.22039075, 10.24817, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.38927713, -0.90312296, 9.154601, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.081448756, -0.5689435, 9.880453, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.6635678, 1.587053, 9.94154, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.13415089, 2.1547987, 9.918781, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.26351067, 3.3226302, 9.5510645, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.2826751, 1.3594756, 9.49956, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.081448756, 0.25512624, 9.586998, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.13415089, -0.31261948, 10.591931, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.2922573, 2.73572, 9.437276, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.53660357, 1.3331245, 9.874464, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.45275927, 0.5869101, 9.784631, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.15810642, -0.1437331, 9.244433, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.088635415, 0.1437331, 10.200259, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.17247972, 2.4889781, 9.79062, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.34855276, 1.0037361, 9.433682, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.57732797, -1.1570514, 10.031372, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.025153292, 0.544988, 9.248027, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.08504208, 1.133096, 10.48533, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.13774422, 1.0240983, 9.529505, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.4108371, -0.86000305, 9.886441, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.2479396, -0.005988879, 9.489978, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.13415089, 1.4445176, 10.184688, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.11498648, 1.0288894, 9.740313, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.31261948, -0.20122634, 10.112822, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.09342651, 0.74022543, 8.91265, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.17487527, 0.5318125, 9.961902, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.041922152, 0.49707696, 9.820564, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.12576646, -1.1977758, 9.894826, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.31980616, -0.8324542, 10.093657, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.088635415, -0.34855276, 9.349838, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.058691017, -2.9058042, 9.662457, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.069471, -2.244632, 9.461231, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.15211754, -2.0661633, 9.729533, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.07665765, -1.8290037, 9.523516, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.110195376, -1.1582493, 9.795411, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.10540427, -0.7569943, 9.8517065, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, 0.31501505, -1.7020395, 10.29129, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.19643524, -2.3608162, 9.204907, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.23117073, -3.9945824, 8.589251, Vaping, 
303-25, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576204303, -0.30423507, -3.3094547, 9.910398, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, -1.8158282, 2.2625985, 8.565295, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, -2.2350497, 2.025439, 7.833454, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, -2.2518187, 0.70069885, 9.156996, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, -1.6193929, 0.19643524, 8.84797, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, -1.2241269, -0.33298168, 10.145162, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, 0.050306585, -0.6180523, 11.598063, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, 0.44677037, 0.31501505, 10.642239, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, 0.19164413, 0.8073009, 10.056526, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, -0.33058614, 0.5641524, 9.667249, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, -0.2275774, -2.5141315, 10.245774, Vaping, 
129-26, RWD9.220429.033.G1, Hk, December 7, 2024, 1733576269129, -1.2468846, -2.6602602, 9.0803385, Vaping, 
